state,date,total_cases,deaths
TO,2021-12-18,234113,3927
TOTAL,2021-12-18,22212690,617757
AC,2021-12-19,88335,1850
AL,2021-12-19,241895,6377
AM,2021-12-19,432665,13820
AP,2021-12-19,126140,2008
BA,2021-12-19,1264804,27432
CE,2021-12-19,953865,24749
DF,2021-12-19,518571,11084
ES,2021-12-19,626868,13273
GO,2021-12-19,943102,24604
MA,2021-12-19,369271,10352
MG,2021-12-19,2216886,56567
MS,2021-12-19,379502,9706
MT,2021-12-19,552046,13776
PA,2021-12-19,620404,17036
PB,2021-12-19,462654,9572
PE,2021-12-19,643412,20369
PI,2021-12-19,334042,7249
PR,2021-12-19,1592773,40855
RJ,2021-12-19,1349606,69345
RN,2021-12-19,385166,7545
RO,2021-12-19,282374,6697
RR,2021-12-19,128786,2070
RS,2021-12-19,1499745,36358
SC,2021-12-19,1238546,20129
SE,2021-12-19,278433,6055
SP,2021-12-19,4450144,155007
TO,2021-12-19,234113,3927
TOTAL,2021-12-19,22214148,617812
AC,2021-12-20,88335,1850
AL,2021-12-20,241901,6379
AM,2021-12-20,432712,13820
AP,2021-12-20,126200,2009
BA,2021-12-20,1264804,27438
CE,2021-12-20,953971,24759
DF,2021-12-20,518644,11087
ES,2021-12-20,627189,13284
GO,2021-12-20,943102,24604
MA,2021-12-20,369357,10355
MG,2021-12-20,2216985,56568
MS,2021-12-20,379502,9706
MT,2021-12-20,552149,13779
PA,2021-12-20,621070,17043
PB,2021-12-20,462658,9574
PE,2021-12-20,643420,20373
PI,2021-12-20,334061,7253
PR,2021-12-20,1593180,40857
RJ,2021-12-20,1349608,69347
RN,2021-12-20,385374,7554
RO,2021-12-20,282614,6704
RR,2021-12-20,128786,2070
RS,2021-12-20,1499870,36360
SC,2021-12-20,1238600,20131
SE,2021-12-20,278437,6056
SP,2021-12-20,4450144,155008
TO,2021-12-20,234113,3927
TOTAL,2021-12-20,22216786,617895
AC,2021-12-21,88339,1850
AL,2021-12-21,241911,6381
AM,2021-12-21,432835,13822
AP,2021-12-21,126309,2010
BA,2021-12-21,1264804,27444
CE,2021-12-21,954018,24760
DF,2021-12-21,518686,11090
ES,2021-12-21,627447,13290
GO,2021-12-21,943102,24604
MA,2021-12-21,369610,10357
MG,2021-12-21,2217408,56568
MS,2021-12-21,379502,9706
MT,2021-12-21,552351,13781
PA,2021-12-21,621970,17049
PB,2021-12-21,462658,9574
PE,2021-12-21,643431,20379
PI,2021-12-21,334080,7256
PR,2021-12-21,1593747,40858
RJ,2021-12-21,1349608,69347
RN,2021-12-21,385468,7557
RO,2021-12-21,282962,6706
RR,2021-12-21,128786,2074
RS,2021-12-21,1500037,36377
SC,2021-12-21,1238751,20135
SE,2021-12-21,278439,6056
SP,2021-12-21,4450144,155008
TO,2021-12-21,234113,3927
TOTAL,2021-12-21,22220516,617966
AC,2021-12-22,88345,1850
AL,2021-12-22,241915,6382
AM,2021-12-22,432995,13822
AP,2021-12-22,126369,2010
BA,2021-12-22,1264804,27452
CE,2021-12-22,954225,24760
DF,2021-12-22,518728,11093
ES,2021-12-22,627711,13293
GO,2021-12-22,943102,24604
MA,2021-12-22,369807,10359
MG,2021-12-22,2217808,56592
MS,2021-12-22,379578,9719
MT,2021-12-22,552555,13781
PA,2021-12-22,622705,17055
PB,2021-12-22,462671,9580
PE,2021-12-22,643441,20387
PI,2021-12-22,334107,7258
PR,2021-12-22,1594180,40872
RJ,2021-12-22,1349608,69347
RN,2021-12-22,385634,7558
RO,2021-12-22,283212,6710
RR,2021-12-22,128789,2074
RS,2021-12-22,1500065,36390
SC,2021-12-22,1238829,20136
SE,2021-12-22,278446,6056
SP,2021-12-22,4450196,155048
TO,2021-12-22,234113,3927
TOTAL,2021-12-22,22223938,618115
AC,2021-12-23,88356,1850
AL,2021-12-23,241930,6382
AM,2021-12-23,433141,13824
AP,2021-12-23,126459,2014
BA,2021-12-23,1264804,27458
CE,2021-12-23,954361,24765
DF,2021-12-23,518788,11094
ES,2021-12-23,627984,13296
GO,2021-12-23,943102,24604
MA,2021-12-23,370066,10361
MG,2021-12-23,2218264,56604
MS,2021-12-23,379581,9720
MT,2021-12-23,552790,13784
PA,2021-12-23,623305,17056
PB,2021-12-23,462671,9580
PE,2021-12-23,643448,20393
PI,2021-12-23,334168,7264
PR,2021-12-23,1594654,40874
RJ,2021-12-23,1349642,69381
RN,2021-12-23,385772,7562
RO,2021-12-23,283645,6712
RR,2021-12-23,128791,2074
RS,2021-12-23,1500136,36399
SC,2021-12-23,1238969,20141
SE,2021-12-23,278450,6056
SP,2021-12-23,4450265,155068
TO,2021-12-23,234113,3927
TOTAL,2021-12-23,22227655,618243
AC,2021-12-24,88370,1850
AL,2021-12-24,241949,6382
AM,2021-12-24,433208,13826
AP,2021-12-24,126546,2015
BA,2021-12-24,1264804,27463
CE,2021-12-24,954362,24765
DF,2021-12-24,518878,11095
ES,2021-12-24,628223,13304
GO,2021-12-24,944786,24653
MA,2021-12-24,370185,10363
MG,2021-12-24,2218695,56613
MS,2021-12-24,379808,9722
MT,2021-12-24,552884,13785
PA,2021-12-24,623422,17060
PB,2021-12-24,462706,9583
PE,2021-12-24,643458,20400
PI,2021-12-24,334220,7266
PR,2021-12-24,1594864,40876
RJ,2021-12-24,1349715,69402
RN,2021-12-24,386038,7566
RO,2021-12-24,283606,6713
RR,2021-12-24,128791,2074
RS,2021-12-24,1500183,36409
SC,2021-12-24,1239109,20144
SE,2021-12-24,278458,6056
SP,2021-12-24,4450302,155095
TO,2021-12-24,234113,3927
TOTAL,2021-12-24,22231683,618407
AC,2021-12-25,88373,1850
AL,2021-12-25,241953,6382
AM,2021-12-25,433236,13828
AP,2021-12-25,126618,2015
BA,2021-12-25,1264804,27464
CE,2021-12-25,954518,24765
DF,2021-12-25,518878,11095
ES,2021-12-25,628321,13307
GO,2021-12-25,944714,24673
MA,2021-12-25,370188,10366
MG,2021-12-25,2218695,56613
MS,2021-12-25,379826,9723
MT,2021-12-25,552923,13785
PA,2021-12-25,623446,17064
PB,2021-12-25,463560,9584
PE,2021-12-25,644071,20406
PI,2021-12-25,334241,7268
PR,2021-12-25,1594979,40877
RJ,2021-12-25,1350792,69404
RN,2021-12-25,386062,7566
RO,2021-12-25,283655,6713
RR,2021-12-25,128791,2074
RS,2021-12-25,1500183,36409
SC,2021-12-25,1239177,20144
SE,2021-12-25,278473,6056
SP,2021-12-25,4450315,155096
TO,2021-12-25,234113,3927
TOTAL,2021-12-25,22234905,618454
AC,2021-12-26,88378,1850
AL,2021-12-26,242002,6383
AM,2021-12-26,433268,13830
AP,2021-12-26,126649,2015
BA,2021-12-26,1268869,27464
CE,2021-12-26,954616,24765
DF,2021-12-26,518878,11095
ES,2021-12-26,628485,13308
GO,2021-12-26,944716,24673
MA,2021-12-26,370188,10369
MG,2021-12-26,2218695,56613
MS,2021-12-26,379854,9724
MT,2021-12-26,553022,13786
PA,2021-12-26,623467,17066
PB,2021-12-26,463584,9586
PE,2021-12-26,644093,20409
PI,2021-12-26,334301,7270
PR,2021-12-26,1595075,40877
RJ,2021-12-26,1350843,69408
RN,2021-12-26,386069,7566
RO,2021-12-26,283693,6716
RR,2021-12-26,128791,2074
RS,2021-12-26,1500183,36409
SC,2021-12-26,1239241,20144
SE,2021-12-26,278479,6056
SP,2021-12-26,4450315,155096
TO,2021-12-26,234113,3927
TOTAL,2021-12-26,22239867,618479
AC,2021-12-27,88379,1850
AL,2021-12-27,242006,6383
AM,2021-12-27,433335,13831
AP,2021-12-27,126701,2015
BA,2021-12-27,1269192,27471
CE,2021-12-27,954669,24773
DF,2021-12-27,519103,11100
ES,2021-12-27,628688,13313
GO,2021-12-27,945468,24655
MA,2021-12-27,370198,10372
MG,2021-12-27,2219093,56615
MS,2021-12-27,380024,9726
MT,2021-12-27,553215,13792
PA,2021-12-27,623950,17069
PB,2021-12-27,463616,9588
PE,2021-12-27,644189,20414
PI,2021-12-27,334319,7273
PR,2021-12-27,1595372,40879
RJ,2021-12-27,1350964,69425
RN,2021-12-27,386248,7570
RO,2021-12-27,283847,6721
RR,2021-12-27,128792,2078
RS,2021-12-27,1502491,36414
SC,2021-12-27,1240361,20147
SE,2021-12-27,278482,6056
SP,2021-12-27,4450315,155096
TO,2021-12-27,234964,3933
TOTAL,2021-12-27,22247981,618559
AC,2021-12-28,88379,1850
AL,2021-12-28,242014,6383
AM,2021-12-28,433454,13832
AP,2021-12-28,126794,2019
BA,2021-12-28,1269617,27479
CE,2021-12-28,954798,24778
DF,2021-12-28,519196,11104
ES,2021-12-28,629018,13320
GO,2021-12-28,946328,24666
MA,2021-12-28,370349,10374
MG,2021-12-28,2220262,56623
MS,2021-12-28,380118,9728
MT,2021-12-28,553557,13796
PA,2021-12-28,624673,17079
PB,2021-12-28,463656,9589
PE,2021-12-28,644517,20421
PI,2021-12-28,334338,7275
PR,2021-12-28,1595991,40881
RJ,2021-12-28,1351261,69435
RN,2021-12-28,386570,7570
RO,2021-12-28,284088,6726
RR,2021-12-28,128792,2078
RS,2021-12-28,1503538,36427
SC,2021-12-28,1241041,20177
SE,2021-12-28,278489,6056
SP,2021-12-28,4450438,155127
TO,2021-12-28,235340,3936
TOTAL,2021-12-28,22256616,618729
AC,2021-12-29,88379,1851
AL,2021-12-29,242030,6383
AM,2021-12-29,433588,13834
AP,2021-12-29,126858,2020
BA,2021-12-29,1270022,27496
CE,2021-12-29,955966,24792
DF,2021-12-29,519346,11105
ES,2021-12-29,629401,13323
GO,2021-12-29,946911,24668
MA,2021-12-29,370442,10375
MG,2021-12-29,2221303,56629
MS,2021-12-29,380242,9729
MT,2021-12-29,553852,13797
PA,2021-12-29,625052,17085
PB,2021-12-29,463855,9591
PE,2021-12-29,644852,20431
PI,2021-12-29,334350,7275
PR,2021-12-29,1596742,40885
RJ,2021-12-29,1351861,69457
RN,2021-12-29,386810,7571
RO,2021-12-29,284279,6730
RR,2021-12-29,128793,2078
RS,2021-12-29,1504717,36436
SC,2021-12-29,1242019,20182
SE,2021-12-29,278499,6056
SP,2021-12-29,4450438,155127
TO,2021-12-29,235558,3939
TOTAL,2021-12-29,22266165,618845
AC,2021-12-30,88384,1851
AL,2021-12-30,242040,6383
AM,2021-12-30,433709,13834
AP,2021-12-30,126921,2021
BA,2021-12-30,1270481,27501
CE,2021-12-30,956182,24799
DF,2021-12-30,519546,11107
ES,2021-12-30,629648,13327
GO,2021-12-30,947476,24678
MA,2021-12-30,370545,10376
MG,2021-12-30,2222482,56655
MS,2021-12-30,380405,9729
MT,2021-12-30,554222,13799
PA,2021-12-30,625463,17089
PB,2021-12-30,464121,9594
PE,2021-12-30,645225,20440
PI,2021-12-30,334440,7275
PR,2021-12-30,1597509,40887
RJ,2021-12-30,1351876,69459
RN,2021-12-30,387202,7571
RO,2021-12-30,284500,6734
RR,2021-12-30,129086,2078
RS,2021-12-30,1505847,36441
SC,2021-12-30,1242654,20183
SE,2021-12-30,278507,6057
SP,2021-12-30,4455011,155186
TO,2021-12-30,235558,3939
TOTAL,2021-12-30,22279040,618993
AC,2021-12-31,88384,1851
AL,2021-12-31,242080,6383
AM,2021-12-31,433813,13835
AP,2021-12-31,126981,2022
BA,2021-12-31,1270858,27506
CE,2021-12-31,956325,24806
DF,2021-12-31,519811,11108
ES,2021-12-31,629872,13328
GO,2021-12-31,947898,24695
MA,2021-12-31,370645,10377
MG,2021-12-31,2223985,56659
MS,2021-12-31,380515,9729
MT,2021-12-31,554424,13800
PA,2021-12-31,625518,17091
PB,2021-12-31,464335,9596
PE,2021-12-31,645681,20447
PI,2021-12-31,334472,7275
PR,2021-12-31,1598302,40889
RJ,2021-12-31,1352824,69467
RN,2021-12-31,387352,7572
RO,2021-12-31,284626,6734
RR,2021-12-31,129086,2078
RS,2021-12-31,1507117,36444
SC,2021-12-31,1243535,20186
SE,2021-12-31,278530,6057
SP,2021-12-31,4456108,155205
TO,2021-12-31,235558,3939
TOTAL,2021-12-31,22288635,619079
AC,2022-01-01,88386,1851
AL,2022-01-01,242091,6383
AM,2022-01-01,433850,13836
AP,2022-01-01,127013,2022
BA,2022-01-01,1271029,27507
CE,2022-01-01,957035,24806
DF,2022-01-01,519811,11108
ES,2022-01-01,629925,13330
GO,2022-01-01,947907,24695
MA,2022-01-01,370694,10377
MG,2022-01-01,2224553,56659
MS,2022-01-01,380515,9729
MT,2022-01-01,554474,13801
PA,2022-01-01,625527,17092
PB,2022-01-01,464511,9597
PE,2022-01-01,645887,20454
PI,2022-01-01,334490,7275
PR,2022-01-01,1598956,40889
RJ,2022-01-01,1352852,69472
RN,2022-01-01,387375,7572
RO,2022-01-01,284660,6737
RR,2022-01-01,129086,2078
RS,2022-01-01,1507117,36444
SC,2022-01-01,1243870,20188
SE,2022-01-01,278538,6057
SP,2022-01-01,4456469,155213
TO,2022-01-01,235558,3939
TOTAL,2022-01-01,22292179,619111
AC,2022-01-02,88386,1851
AL,2022-01-02,242104,6383
AM,2022-01-02,433882,13837
AP,2022-01-02,127033,2022
BA,2022-01-02,1271155,27510
CE,2022-01-02,957203,24812
DF,2022-01-02,519811,11108
ES,2022-01-02,630104,13331
GO,2022-01-02,947907,24695
MA,2022-01-02,370697,10378
MG,2022-01-02,2224553,56659
MS,2022-01-02,380653,9732
MT,2022-01-02,554521,13803
PA,2022-01-02,625533,17093
PB,2022-01-02,464565,9599
PE,2022-01-02,645946,20460
PI,2022-01-02,334548,7279
PR,2022-01-02,1599536,40890
RJ,2022-01-02,1352925,69472
RN,2022-01-02,387542,7573
RO,2022-01-02,284692,6739
RR,2022-01-02,129086,2078
RS,2022-01-02,1507117,36444
SC,2022-01-02,1244089,20189
SE,2022-01-02,278539,6057
SP,2022-01-02,4456581,155216
TO,2022-01-02,235917,3942
TOTAL,2022-01-02,22294625,619152
AC,2022-01-03,88395,1851
AL,2022-01-03,242108,6383
AM,2022-01-03,433970,13838
AP,2022-01-03,127080,2023
BA,2022-01-03,1271250,27519
CE,2022-01-03,957373,24815
DF,2022-01-03,520538,11110
ES,2022-01-03,630389,13335
GO,2022-01-03,948282,24699
MA,2022-01-03,370747,10381
MG,2022-01-03,2226164,56668
MS,2022-01-03,380820,9733
MT,2022-01-03,554872,13808
PA,2022-01-03,625982,17098
PB,2022-01-03,464590,9600
PE,2022-01-03,646004,20465
PI,2022-01-03,334582,7281
PR,2022-01-03,1600140,40891
RJ,2022-01-03,1356863,69472
RN,2022-01-03,387919,7577
RO,2022-01-03,284783,6742
RR,2022-01-03,129220,2078
RS,2022-01-03,1508446,36445
SC,2022-01-03,1244569,20194
SE,2022-01-03,278539,6058
SP,2022-01-03,4456745,155216
TO,2022-01-03,236554,3944
TOTAL,2022-01-03,22306924,619224
AC,2022-01-04,88395,1852
AL,2022-01-04,242165,6383
AM,2022-01-04,434142,13838
AP,2022-01-04,127147,2023
BA,2022-01-04,1271962,27538
CE,2022-01-04,957498,24823
DF,2022-01-04,521140,11112
ES,2022-01-04,631039,13337
GO,2022-01-04,948625,24699
MA,2022-01-04,370908,10384
MG,2022-01-04,2228574,56683
MS,2022-01-04,380845,9737
MT,2022-01-04,555561,13813
PA,2022-01-04,626701,17108
PB,2022-01-04,464629,9600
PE,2022-01-04,646276,20473
PI,2022-01-04,334606,7283
PR,2022-01-04,1602747,40900
RJ,2022-01-04,1359403,69513
RN,2022-01-04,388313,7580
RO,2022-01-04,285037,6745
RR,2022-01-04,129336,2078
RS,2022-01-04,1509873,36460
SC,2022-01-04,1246583,20198
SE,2022-01-04,278557,6059
SP,2022-01-04,4458689,155242
TO,2022-01-04,237117,3945
TOTAL,2022-01-04,22325868,619406
AC,2022-01-05,88395,1852
AL,2022-01-05,242225,6385
AM,2022-01-05,434320,13839
AP,2022-01-05,127208,2024
BA,2022-01-05,1272667,27550
CE,2022-01-05,957813,24826
DF,2022-01-05,521900,11115
ES,2022-01-05,631878,13340
GO,2022-01-05,949645,24699
MA,2022-01-05,371132,10386
MG,2022-01-05,2233159,56695
MS,2022-01-05,381666,9739
MT,2022-01-05,556349,13815
PA,2022-01-05,627439,17117
PB,2022-01-05,464880,9601
PE,2022-01-05,646788,20481
PI,2022-01-05,334664,7287
PR,2022-01-05,1606208,40903
RJ,2022-01-05,1362872,69515
RN,2022-01-05,388861,7581
RO,2022-01-05,285269,6748
RR,2022-01-05,129452,2078
RS,2022-01-05,1512186,36470
SC,2022-01-05,1249312,20204
SE,2022-01-05,278570,6059
SP,2022-01-05,4461651,155277
TO,2022-01-05,237760,3947
TOTAL,2022-01-05,22354269,619533
AC,2022-01-06,88403,1852
AL,2022-01-06,242367,6385
AM,2022-01-06,434595,13842
AP,2022-01-06,127298,2024
BA,2022-01-06,1273955,27554
CE,2022-01-06,958080,24828
DF,2022-01-06,523351,11116
ES,2022-01-06,633080,13346
GO,2022-01-06,951849,24722
MA,2022-01-06,371380,10390
MG,2022-01-06,2236559,56712
MS,2022-01-06,382613,9742
MT,2022-01-06,557535,13817
PA,2022-01-06,628094,17143
PB,2022-01-06,465082,9604
PE,2022-01-06,647427,20489
PI,2022-01-06,344324,7293
PR,2022-01-06,1611717,40906
RJ,2022-01-06,1368337,69520
RN,2022-01-06,389367,7583
RO,2022-01-06,285660,6756
RR,2022-01-06,129653,2078
RS,2022-01-06,1516451,36473
SC,2022-01-06,1252594,20212
SE,2022-01-06,278650,6060
SP,2022-01-06,4464482,155311
TO,2022-01-06,238031,3949
TOTAL,2022-01-06,22400934,619707
AC,2022-01-07,88403,1852
AL,2022-01-07,242563,6385
AM,2022-01-07,434958,13843
AP,2022-01-07,127381,2024
BA,2022-01-07,1275289,27574
CE,2022-01-07,960793,24836
DF,2022-01-07,524916,11119
ES,2022-01-07,634620,13350
GO,2022-01-07,952646,24724
MA,2022-01-07,371740,10394
MG,2022-01-07,2247541,56717
MS,2022-01-07,383694,9744
MT,2022-01-07,559112,13825
PA,2022-01-07,628813,17161
PB,2022-01-07,465266,9606
PE,2022-01-07,648110,20496
PI,2022-01-07,344379,7295
PR,2022-01-07,1618799,40910
RJ,2022-01-07,1375179,69524
RN,2022-01-07,390084,7584
RO,2022-01-07,286039,6761
RR,2022-01-07,129883,2078
RS,2022-01-07,1522119,36476
SC,2022-01-07,1257125,20223
SE,2022-01-07,278685,6060
SP,2022-01-07,4467399,155341
TO,2022-01-07,238746,3951
TOTAL,2022-01-07,22454282,619853
AC,2022-01-08,88403,1852
AL,2022-01-08,242752,6386
AM,2022-01-08,435384,13844
AP,2022-01-08,127480,2024
BA,2022-01-08,1276832,27589
CE,2022-01-08,960999,24841
DF,2022-01-08,524916,11119
ES,2022-01-08,635964,13351
GO,2022-01-08,953369,24724
MA,2022-01-08,371927,10396
MG,2022-01-08,2257723,56728
MS,2022-01-08,384267,9743
MT,2022-01-08,559863,13827
PA,2022-01-08,629010,17165
PB,2022-01-08,465373,9606
PE,2022-01-08,648856,20501
PI,2022-01-08,344434,7297
PR,2022-01-08,1626381,40912
RJ,2022-01-08,1382484,69530
RN,2022-01-08,390311,7585
RO,2022-01-08,286280,6764
RR,2022-01-08,130119,2078
RS,2022-01-08,1530029,36481
SC,2022-01-08,1261207,20224
SE,2022-01-08,278814,6061
SP,2022-01-08,4471113,155370
TO,2022-01-08,238746,3951
TOTAL,2022-01-08,22503036,619949
AC,2022-01-09,88403,1852
AL,2022-01-09,243188,6387
AM,2022-01-09,435749,13846
AP,2022-01-09,127529,2024
BA,2022-01-09,1277608,27592
CE,2022-01-09,962200,24842
DF,2022-01-09,524916,11119
ES,2022-01-09,636476,13352
GO,2022-01-09,953528,24726
MA,2022-01-09,372010,10397
MG,2022-01-09,2264274,56743
MS,2022-01-09,385573,9743
MT,2022-01-09,560379,13830
PA,2022-01-09,629169,17171
PB,2022-01-09,465685,9606
PE,2022-01-09,649262,20507
PI,2022-01-09,344523,7297
PR,2022-01-09,1629552,40913
RJ,2022-01-09,1385935,69532
RN,2022-01-09,390383,7586
RO,2022-01-09,286462,6763
RR,2022-01-09,130305,2078
RS,2022-01-09,1530029,36481
SC,2022-01-09,1263180,20224
SE,2022-01-09,278943,6062
SP,2022-01-09,4473190,155372
TO,2022-01-09,239022,3953
TOTAL,2022-01-09,22527473,619998
AC,2022-01-10,88440,1852
AL,2022-01-10,243620,6389
AM,2022-01-10,435978,13849
AP,2022-01-10,127586,2024
BA,2022-01-10,1277975,27607
CE,2022-01-10,963644,24851
DF,2022-01-10,527691,11120
ES,2022-01-10,643421,13353
GO,2022-01-10,954468,24736
MA,2022-01-10,372118,10399
MG,2022-01-10,2266456,56743
MS,2022-01-10,386183,9747
MT,2022-01-10,561684,13846
PA,2022-01-10,629982,17186
PB,2022-01-10,466027,9608
PE,2022-01-10,649459,20511
PI,2022-01-10,344557,7301
PR,2022-01-10,1634138,40917
RJ,2022-01-10,1386877,69532
RN,2022-01-10,390977,7587
RO,2022-01-10,286791,6769
RR,2022-01-10,130541,2078
RS,2022-01-10,1535484,36484
SC,2022-01-10,1264793,20227
SE,2022-01-10,278961,6062
SP,2022-01-10,4474109,155384
TO,2022-01-10,240188,3955
TOTAL,2022-01-10,22562148,620117
AC,2022-01-11,88628,1854
AL,2022-01-11,243736,6389
AM,2022-01-11,437197,13850
AP,2022-01-11,127794,2028
BA,2022-01-11,1280127,27616
CE,2022-01-11,963773,24852
DF,2022-01-11,531911,11122
ES,2022-01-11,646453,13356
GO,2022-01-11,957872,24738
MA,2022-01-11,372567,10401
MG,2022-01-11,2277380,56744
MS,2022-01-11,387398,9747
MT,2022-01-11,563762,13854
PA,2022-01-11,630652,17192
PB,2022-01-11,466088,9609
PE,2022-01-11,650270,20519
PI,2022-01-11,344630,7303
PR,2022-01-11,1643633,40922
RJ,2022-01-11,1397366,69546
RN,2022-01-11,391638,7587
RO,2022-01-11,287377,6775
RR,2022-01-11,130981,2078
RS,2022-01-11,1545035,36497
SC,2022-01-11,1271091,20235
SE,2022-01-11,279065,6062
SP,2022-01-11,4478468,155420
TO,2022-01-11,241216,3956
TOTAL,2022-01-11,22636108,620252
AC,2022-01-12,88813,1854
AL,2022-01-12,244055,6389
AM,2022-01-12,438856,13851
AP,2022-01-12,127963,2028
BA,2022-01-12,1281737,27628
CE,2022-01-12,964060,24852
DF,2022-01-12,535724,11123
ES,2022-01-12,649593,13360
GO,2022-01-12,961262,24741
MA,2022-01-12,373107,10402
MG,2022-01-12,2295533,56755
MS,2022-01-12,389880,9750
MT,2022-01-12,565930,13858
PA,2022-01-12,631395,17203
PB,2022-01-12,466088,9612
PE,2022-01-12,651223,20527
PI,2022-01-12,344668,7305
PR,2022-01-12,1656290,40927
RJ,2022-01-12,1409367,69553
RN,2022-01-12,392614,7587
RO,2022-01-12,288173,6778
RR,2022-01-12,131529,2078
RS,2022-01-12,1555404,36502
SC,2022-01-12,1277849,20243
SE,2022-01-12,279235,6062
SP,2022-01-12,4483053,155464
TO,2022-01-12,241753,3959
TOTAL,2022-01-12,22725154,620391
AC,2022-01-13,89244,1854
AL,2022-01-13,244561,6389
AM,2022-01-13,441260,13855
AP,2022-01-13,128212,2028
BA,2022-01-13,1283736,27642
CE,2022-01-13,964566,24856
DF,2022-01-13,538354,11125
ES,2022-01-13,653522,13363
GO,2022-01-13,967579,24753
MA,2022-01-13,373578,10406
MG,2022-01-13,2311318,56768
MS,2022-01-13,390734,9753
MT,2022-01-13,568367,13862
PA,2022-01-13,632264,17230
PB,2022-01-13,466939,9613
PE,2022-01-13,652670,20531
PI,2022-01-13,344753,7306
PR,2022-01-13,1668870,40930
RJ,2022-01-13,1422204,69565
RN,2022-01-13,393965,7593
RO,2022-01-13,288595,6782
RR,2022-01-13,132113,2078
RS,2022-01-13,1567590,36513
SC,2022-01-13,1286298,20249
SE,2022-01-13,279337,6063
SP,2022-01-13,4488929,155517
TO,2022-01-13,242824,3963
TOTAL,2022-01-13,22822382,620587
AC,2022-01-14,89529,1854
AL,2022-01-14,244908,6391
AM,2022-01-14,444042,13856
AP,2022-01-14,128571,2030
BA,2022-01-14,1286166,27650
CE,2022-01-14,966987,24867
DF,2022-01-14,541252,11126
ES,2022-01-14,658297,13371
GO,2022-01-14,968839,24754
MA,2022-01-14,374012,10411
MG,2022-01-14,2330228,56791
MS,2022-01-14,391417,9754
MT,2022-01-14,571298,13866
PA,2022-01-14,632989,17233
PB,2022-01-14,467443,9614
PE,2022-01-14,654170,20536
PI,2022-01-14,344821,7312
PR,2022-01-14,1683751,40931
RJ,2022-01-14,1438321,69574
RN,2022-01-14,394011,7599
RO,2022-01-14,289419,6787
RR,2022-01-14,132526,2078
RS,2022-01-14,1581887,36521
SC,2022-01-14,1296019,20264
SE,2022-01-14,279587,6064
SP,2022-01-14,4497401,155617
TO,2022-01-14,243157,3967
TOTAL,2022-01-14,22931048,620818
AC,2022-01-15,89635,1854
AL,2022-01-15,245054,6391
AM,2022-01-15,446680,13856
AP,2022-01-15,128799,2030
BA,2022-01-15,1287084,27658
CE,2022-01-15,968505,24870
DF,2022-01-15,541252,11126
ES,2022-01-15,661762,13371
GO,2022-01-15,969099,24765
MA,2022-01-15,374304,10413
MG,2022-01-15,2349381,56810
MS,2022-01-15,391693,9756
MT,2022-01-15,572734,13866
PA,2022-01-15,633356,17237
PB,2022-01-15,468178,9614
PE,2022-01-15,654766,20544
PI,2022-01-15,345004,7314
PR,2022-01-15,1693867,40931
RJ,2022-01-15,1438711,69579
RN,2022-01-15,394291,7602
RO,2022-01-15,290050,6789
RR,2022-01-15,132848,2078
RS,2022-01-15,1581887,36521
SC,2022-01-15,1298857,20268
SE,2022-01-15,279897,6065
SP,2022-01-15,4498145,155707
TO,2022-01-15,243157,3967
TOTAL,2022-01-15,22978996,620982
AC,2022-01-16,89801,1854
AL,2022-01-16,245628,6393
AM,2022-01-16,449759,13857
AP,2022-01-16,128990,2030
BA,2022-01-16,1288556,27662
CE,2022-01-16,970490,24872
DF,2022-01-16,541252,11126
ES,2022-01-16,661762,13371
GO,2022-01-16,969340,24766
MA,2022-01-16,374392,10418
MG,2022-01-16,2357908,56829
MS,2022-01-16,392408,9759
MT,2022-01-16,573280,13867
PA,2022-01-16,633508,17239
PB,2022-01-16,468244,9615
PE,2022-01-16,655069,20548
PI,2022-01-16,345078,7318
PR,2022-01-16,1699378,40933
RJ,2022-01-16,1442517,69585
RN,2022-01-16,394427,7604
RO,2022-01-16,290677,6790
RR,2022-01-16,133029,2078
RS,2022-01-16,1581887,36521
SC,2022-01-16,1301160,20279
SE,2022-01-16,280211,6066
SP,2022-01-16,4500516,155729
TO,2022-01-16,244197,3972
TOTAL,2022-01-16,23013464,621081
AC,2022-01-17,90250,1854
AL,2022-01-17,246044,6395
AM,2022-01-17,452433,13858
AP,2022-01-17,129580,2031
BA,2022-01-17,1290351,27672
CE,2022-01-17,978476,24913
DF,2022-01-17,546900,11128
ES,2022-01-17,671240,13376
GO,2022-01-17,972995,24769
MA,2022-01-17,374563,10422
MG,2022-01-17,2362231,56832
MS,2022-01-17,393607,9765
MT,2022-01-17,576156,13878
PA,2022-01-17,634200,17249
PB,2022-01-17,468652,9617
PE,2022-01-17,655476,20554
PI,2022-01-17,345171,7323
PR,2022-01-17,1709569,40940
RJ,2022-01-17,1444349,69586
RN,2022-01-17,395645,7611
RO,2022-01-17,291441,6791
RR,2022-01-17,133380,2082
RS,2022-01-17,1594960,36533
SC,2022-01-17,1304925,20284
SE,2022-01-17,280308,6067
SP,2022-01-17,4501846,155741
TO,2022-01-17,245897,3976
TOTAL,2022-01-17,23090645,621247
AC,2022-01-18,90299,1854
AL,2022-01-18,246511,6397
AM,2022-01-18,457408,13860
AP,2022-01-18,130239,2032
BA,2022-01-18,1294269,27695
CE,2022-01-18,980698,24916
DF,2022-01-18,551680,11132
ES,2022-01-18,681689,13385
GO,2022-01-18,978504,24792
